D,971,90,1-24-2008
D,602,95,1-24-2008
F,732,39,1-22-2016
D,318,51,1-20-2023
C,976,26,1-23-2011
A,486,61,1-21-2017
D,725,77,1-21-2018
A,221,13,1-24-2006
A+,26,75,1-24-2008
C,78,61,1-21-2017
A,28,25,1-21-2020
F,408,37,1-21-2020
F,970,20,1-20-2024
A,608,62,1-24-2006
B,972,48,1-23-2011
D,13,94,1-25-2004
A,951,18,1-21-2020
A,234,40,1-24-2005
C,938,5,1-22-2016
A+,428,75,1-24-2006
A+,714,16,1-22-2013
F,455,50,1-22-2014
B,635,27,1-22-2014
C,37,85,1-20-2023
D,682,77,1-22-2014
A,787,82,1-20-2022
A,782,37,1-20-2024
C,699,0,1-23-2012
A+,479,13,1-22-2013
A,470,13,1-24-2008
F,748,86,1-25-2004
D,928,16,1-24-2007
D,542,56,1-21-2020
D,203,71,1-23-2009
B,135,68,1-23-2012
A,155,15,1-20-2024
F,77,18,1-22-2013
D,859,2,1-21-2017
A+,106,3,1-23-2011
B,871,14,1-21-2018
D,72,26,1-24-2007
C,280,0,1-24-2008
A+,197,83,1-21-2020
C,674,81,1-22-2016
A+,507,24,1-24-2008
F,99,30,1-20-2024
F,590,11,1-21-2018
B,931,36,1-22-2016
A+,225,42,1-22-2016
A,568,69,1-24-2008
A+,215,44,1-20-2023
C,580,18,1-25-2004
A+,273,88,1-24-2005
B,12,9,1-22-2016
F,91,13,1-20-2022
B,628,27,1-23-2010
F,232,61,1-24-2005
D,584,77,1-24-2006
A+,754,95,1-23-2011
B,881,9,1-21-2017
A+,507,82,1-21-2017
B,46,22,1-23-2011
C,233,62,1-20-2024
F,255,19,1-25-2004
C,885,70,1-22-2013
B,175,72,1-24-2005
A+,873,11,1-20-2023
B,640,43,1-22-2016
C,267,4,1-23-2012
F,208,39,1-24-2007
A+,503,24,1-21-2018
C,84,84,1-22-2016
C,55,53,1-22-2016
A+,711,22,1-21-2017
D,559,48,1-21-2018
A+,898,11,1-21-2018
A+,788,56,1-22-2014
A+,379,30,1-24-2006
D,838,47,1-21-2018
A+,418,52,1-21-2018
F,423,66,1-23-2009
A,684,54,1-21-2018
A+,18,11,1-20-2022
D,971,34,1-22-2013
D,390,17,1-20-2021
C,326,7,1-23-2010
D,994,72,1-21-2018
A+,231,31,1-23-2011
C,177,73,1-20-2023
B,531,94,1-24-2005
B,98,5,1-23-2010
C,677,53,1-22-2014
B,289,13,1-20-2024
D,491,34,1-24-2008
A,608,54,1-22-2016
B,557,33,1-22-2013
B,832,80,1-20-2022
A+,28,47,1-20-2021
F,635,84,1-24-2006
B,528,68,1-22-2014
C,352,31,1-23-2012
B,440,94,1-21-2018
C,185,1,1-21-2017
A,168,3,1-23-2009
D,933,8,1-24-2006
A+,764,52,1-24-2005
C,401,23,1-20-2024
D,449,24,1-20-2024
C,337,59,1-22-2013
A+,58,10,1-22-2015
D,680,88,1-21-2019
B,539,52,1-23-2010
D,37,69,1-23-2010
F,771,89,1-25-2004
D,7,39,1-22-2016
A+,529,1,1-23-2010
A,118,30,1-22-2016
D,983,54,1-20-2024
C,207,72,1-23-2009
F,132,80,1-23-2011
F,41,42,1-22-2014
F,984,12,1-23-2012
F,308,25,1-20-2022
F,482,10,1-20-2022
B,447,2,1-21-2019
C,613,68,1-23-2010
F,684,87,1-22-2015
C,756,41,1-24-2008
F,204,24,1-23-2011
C,344,10,1-23-2009
B,902,39,1-21-2020
A,769,65,1-22-2015
A+,289,3,1-21-2019
C,737,23,1-22-2013
F,426,72,1-24-2006
A+,272,92,1-21-2019
A,705,89,1-20-2021
B,896,2,1-21-2020
D,755,86,1-23-2010
D,647,28,1-22-2016
D,301,49,1-22-2013
D,204,32,1-20-2024
C,331,85,1-20-2023
F,811,93,1-20-2023
C,507,79,1-25-2004
C,463,0,1-24-2006
B,340,65,1-22-2016
F,138,73,1-24-2008
D,373,81,1-23-2012
C,663,57,1-23-2011
B,856,83,1-21-2017
A+,635,21,1-20-2021
C,799,84,1-24-2005
B,281,7,1-24-2007
D,940,49,1-24-2006
A+,520,75,1-23-2011
A,859,94,1-23-2011
A+,90,17,1-21-2017
C,194,82,1-22-2013
A+,716,11,1-21-2020
C,518,71,1-20-2024
A+,31,28,1-20-2024
D,135,41,1-22-2014
A,638,12,1-23-2009
C,883,48,1-23-2010
F,392,7,1-22-2014
F,39,32,1-22-2013
A,161,95,1-22-2013
A,719,11,1-24-2007
A,813,56,1-22-2015
A+,441,41,1-20-2022
F,184,80,1-23-2011
A+,538,18,1-24-2008
A+,482,87,1-25-2004
B,958,91,1-23-2011
C,422,22,1-23-2011
B,164,86,1-20-2022
B,351,33,1-23-2012
B,269,7,1-20-2024
A,123,64,1-25-2004
C,810,55,1-20-2022
A,698,12,1-24-2006
D,291,27,1-23-2010
A+,423,81,1-21-2020
B,814,56,1-23-2011
B,874,11,1-20-2024
A+,188,11,1-20-2023
C,286,72,1-22-2016
B,274,10,1-24-2008
B,752,94,1-24-2005
C,468,80,1-20-2021
C,187,56,1-23-2009
B,763,13,1-21-2018
A,839,91,1-24-2008
B,939,52,1-23-2011
D,344,93,1-20-2022
A,752,40,1-23-2011
F,989,2,1-20-2023
F,591,85,1-21-2019
C,477,79,1-23-2011
F,417,82,1-23-2010
A,140,11,1-24-2005
A,87,51,1-21-2017
F,952,41,1-24-2006
A,712,59,1-25-2004
A,438,87,1-21-2020
C,104,26,1-21-2018
C,600,13,1-23-2012
A+,179,27,1-21-2019
C,469,88,1-23-2011
A,870,2,1-21-2018
A+,59,72,1-21-2018
B,873,15,1-20-2024
A,435,35,1-24-2008
A,410,9,1-20-2024
B,509,95,1-24-2006
D,221,3,1-20-2022
A,454,94,1-22-2013
B,957,51,1-22-2016
F,467,35,1-24-2008
F,924,38,1-24-2005
A,317,33,1-22-2016
B,85,57,1-21-2019
D,189,33,1-24-2007
D,609,70,1-22-2016
D,531,59,1-20-2022
A+,402,82,1-23-2012
A+,164,44,1-22-2013
B,973,40,1-22-2015
F,317,70,1-20-2021
F,508,5,1-25-2004
D,956,30,1-20-2022
A,347,21,1-24-2008
B,101,55,1-22-2016
D,745,7,1-21-2017
C,5,56,1-24-2006
D,187,3,1-24-2007
C,812,78,1-24-2005
D,643,66,1-25-2004
A+,539,51,1-24-2005
A,92,88,1-21-2020
A,852,70,1-24-2006
B,75,0,1-24-2006
A,608,43,1-21-2017
F,449,66,1-24-2007
B,794,93,1-21-2017
D,532,4,1-20-2024
F,137,40,1-21-2018
F,733,89,1-23-2009
C,697,43,1-24-2006
C,1,87,1-23-2010
A,698,70,1-22-2015
A+,840,62,1-20-2022
A+,611,41,1-23-2011
A,539,68,1-21-2018
D,71,16,1-23-2009
A+,481,10,1-21-2019
D,917,7,1-24-2007
B,218,87,1-20-2023
A,210,5,1-23-2012
D,857,41,1-23-2010
D,444,91,1-21-2017
A+,807,46,1-22-2014
C,342,32,1-21-2020
F,302,21,1-20-2022
B,123,11,1-23-2011
B,358,13,1-20-2022
A+,885,36,1-23-2011
B,242,7,1-21-2020
C,989,26,1-20-2023
B,2,81,1-20-2024
A,945,49,1-22-2015
A+,70,56,1-21-2019
A,723,93,1-23-2010
D,895,82,1-21-2020
C,688,74,1-21-2017
A,279,41,1-25-2004
A,677,34,1-24-2006
F,192,30,1-23-2010
F,638,47,1-20-2021
D,157,79,1-21-2017
C,878,84,1-24-2006
B,390,2,1-20-2023
F,75,48,1-24-2005
B,124,11,1-24-2005
A+,244,84,1-20-2022
B,455,62,1-20-2022
A,389,60,1-21-2020
B,762,81,1-21-2019
D,54,79,1-25-2004
B,205,83,1-20-2023
F,862,95,1-23-2009
C,646,31,1-25-2004
B,68,51,1-21-2019
F,500,11,1-20-2024
F,583,29,1-21-2020
C,754,55,1-23-2011
C,759,55,1-21-2019
B,580,25,1-22-2014
C,307,80,1-24-2005
F,50,21,1-22-2015
A+,750,54,1-21-2017
F,178,13,1-23-2010
B,37,6,1-25-2004
C,143,78,1-21-2018
F,311,65,1-24-2006
C,472,0,1-24-2005
A,222,52,1-23-2012
D,836,8,1-21-2019
D,897,92,1-20-2023
F,500,6,1-20-2023
A,485,86,1-20-2021
D,429,2,1-22-2015
A,40,17,1-23-2012
B,157,40,1-22-2014
F,623,3,1-24-2007
F,759,12,1-24-2006
B,561,61,1-24-2006
B,93,6,1-23-2012
B,440,66,1-20-2021
D,985,61,1-21-2020
D,79,93,1-21-2020
B,966,76,1-20-2022
A+,658,9,1-24-2005
A,696,72,1-21-2017
A,895,87,1-23-2010
D,778,43,1-22-2015
D,463,5,1-22-2013
B,715,78,1-24-2008
F,582,66,1-25-2004
A+,431,48,1-22-2014
B,567,10,1-22-2014
C,798,64,1-21-2017
F,293,46,1-21-2018
D,485,9,1-23-2011
D,359,49,1-22-2014
A,384,11,1-22-2015
F,972,6,1-21-2017
C,383,24,1-20-2021
B,291,63,1-22-2013
B,937,88,1-24-2005
D,824,0,1-20-2023
B,293,6,1-24-2007
A,858,45,1-21-2019
A+,801,16,1-23-2011
C,907,88,1-24-2005
D,448,1,1-23-2009
F,298,59,1-20-2023
A,539,54,1-23-2010
C,730,0,1-22-2016
F,754,94,1-23-2012
F,169,3,1-20-2024
B,709,54,1-21-2020
C,184,37,1-24-2005
C,661,62,1-21-2017
A,952,26,1-21-2019
B,517,37,1-22-2013
D,338,95,1-21-2020
A,138,46,1-21-2019
C,848,5,1-24-2008
A,828,5,1-22-2013
A+,489,8,1-20-2021
F,442,25,1-22-2014
A+,718,87,1-23-2012
A,891,8,1-22-2016
B,283,5,1-22-2016
B,297,81,1-22-2015
B,961,23,1-21-2018
F,542,5,1-24-2007
A+,256,71,1-23-2011
D,609,81,1-22-2014
F,867,20,1-20-2024
D,681,65,1-22-2013
B,227,1,1-20-2024
A,711,60,1-21-2018
A,402,89,1-24-2005
A,859,65,1-22-2016
F,434,33,1-20-2022
D,710,21,1-20-2024
D,544,60,1-21-2018
C,536,11,1-23-2010
D,93,27,1-24-2005
F,90,59,1-23-2012
A+,288,79,1-25-2004
C,919,67,1-24-2007
A,207,66,1-21-2018
C,258,28,1-20-2024
B,371,24,1-21-2018
B,823,45,1-24-2005
C,811,62,1-22-2016
A,398,86,1-24-2007
A+,331,80,1-20-2024
D,120,11,1-23-2009
D,71,47,1-22-2015
D,532,44,1-24-2005
F,120,38,1-20-2021
A,477,17,1-23-2009
C,965,77,1-22-2015
A+,129,60,1-24-2008
A,750,83,1-22-2013
F,444,79,1-25-2004
D,787,94,1-22-2016
D,950,22,1-25-2004
A,952,76,1-24-2006
C,291,4,1-20-2024
B,694,79,1-22-2016
B,229,72,1-20-2022
A+,711,3,1-23-2009
D,929,7,1-20-2023
C,360,94,1-20-2022
A,192,48,1-23-2012
F,385,75,1-21-2019
A+,657,8,1-20-2022
B,224,4,1-22-2015
A+,778,42,1-22-2013
B,429,61,1-25-2004
C,314,78,1-22-2013
D,880,82,1-23-2011
A+,853,26,1-23-2009
B,888,81,1-22-2015
B,751,22,1-24-2007
B,266,24,1-24-2005
C,316,60,1-20-2021
D,217,22,1-23-2012
D,28,20,1-25-2004
D,993,88,1-24-2008
C,773,48,1-24-2006
F,440,79,1-23-2012
C,1,36,1-22-2014
B,701,48,1-24-2007
A+,774,47,1-20-2021
A,560,40,1-24-2007
A+,892,82,1-21-2017
D,355,28,1-25-2004
C,210,94,1-21-2020
A+,982,73,1-22-2013
F,388,35,1-21-2020
F,588,56,1-22-2013
F,993,84,1-24-2008
C,94,67,1-22-2015
D,820,6,1-20-2021
A,356,60,1-21-2019
A,676,20,1-21-2017
A+,739,26,1-23-2009
D,375,21,1-22-2016
D,786,0,1-21-2019
C,998,45,1-20-2021
D,581,83,1-23-2011
C,693,11,1-21-2019
A+,416,32,1-22-2014
D,501,91,1-20-2021
B,206,62,1-24-2007
F,959,47,1-22-2016
D,115,74,1-21-2019
B,750,23,1-25-2004
A+,95,76,1-20-2021
C,961,65,1-22-2015
A,224,72,1-22-2016
A+,885,75,1-20-2021
C,360,66,1-22-2015
F,664,43,1-22-2016
A,422,34,1-21-2018
B,275,22,1-24-2006
C,737,82,1-22-2015
F,139,48,1-22-2016
C,542,63,1-22-2016
F,562,81,1-22-2014
D,422,47,1-22-2014
F,32,37,1-20-2023
A,248,90,1-21-2018
F,499,40,1-21-2020
A,943,60,1-24-2006
C,238,42,1-22-2014
A+,874,49,1-23-2009
D,83,65,1-24-2006
B,676,16,1-21-2019
A,256,11,1-20-2021
A,521,48,1-21-2018
D,734,44,1-20-2021
A,308,20,1-24-2006
A,191,63,1-22-2013
C,636,31,1-25-2004
A+,531,45,1-21-2020
A,846,57,1-23-2009
A,969,39,1-20-2023
A,613,72,1-22-2013
B,131,27,1-21-2020
B,801,6,1-24-2005
A+,841,0,1-21-2019
D,186,92,1-21-2020
A+,276,45,1-21-2019
D,661,75,1-24-2008
D,264,42,1-25-2004
C,535,0,1-22-2013
B,201,53,1-24-2006
B,483,33,1-23-2010
A+,360,40,1-23-2011
D,624,57,1-20-2022
A,695,95,1-21-2017
D,201,53,1-21-2017
C,194,30,1-25-2004
A,680,11,1-22-2013
B,174,7,1-20-2021
A+,836,28,1-24-2006
C,752,33,1-24-2006
A+,536,84,1-22-2016
B,22,94,1-20-2021
B,761,51,1-22-2016
A+,665,56,1-23-2011
B,670,51,1-22-2016
C,343,65,1-23-2009
F,560,28,1-22-2014
D,133,47,1-24-2005
C,95,64,1-21-2019
F,356,46,1-22-2015
A+,309,61,1-20-2022
B,386,30,1-23-2009
A,881,27,1-24-2006
B,244,32,1-24-2006
D,682,80,1-20-2021
F,520,53,1-23-2011
F,776,50,1-24-2006
B,239,2,1-25-2004
A+,493,29,1-23-2011
A,789,71,1-22-2015
F,549,15,1-21-2020
C,216,63,1-24-2007
A,644,74,1-22-2013
C,458,64,1-23-2012
A+,161,67,1-24-2006
B,92,25,1-20-2022
B,343,24,1-21-2020
B,829,35,1-25-2004
A,80,65,1-24-2005
A,106,19,1-21-2019
B,325,70,1-23-2011
D,862,45,1-23-2010
C,603,55,1-20-2021
D,442,95,1-23-2009
D,603,60,1-22-2016
C,810,40,1-20-2021
D,207,1,1-22-2014
D,811,47,1-23-2011
F,269,14,1-24-2006
A,47,53,1-21-2019
C,264,52,1-20-2023
A+,846,67,1-21-2018
A,982,79,1-20-2024
A,352,29,1-23-2009
A+,222,55,1-24-2007
A,131,94,1-20-2023
A+,547,66,1-25-2004
F,117,75,1-20-2024
D,671,17,1-21-2019
A,256,57,1-23-2011
B,150,75,1-22-2014
A+,687,33,1-21-2019
C,468,76,1-22-2016
A,793,43,1-21-2020
F,358,0,1-24-2008
D,615,84,1-20-2022
D,395,63,1-22-2016
F,828,24,1-20-2021
F,712,35,1-21-2020
D,451,46,1-22-2016
C,523,46,1-22-2013
B,319,12,1-22-2016
B,664,95,1-20-2024
A+,241,35,1-24-2007
B,431,15,1-22-2013
A+,995,70,1-21-2018
F,767,46,1-24-2008
A+,511,78,1-21-2019
F,277,62,1-23-2009
D,30,79,1-20-2023
B,630,33,1-21-2020
F,837,84,1-22-2015
A,953,44,1-25-2004
D,503,16,1-22-2016
B,552,71,1-22-2014
C,450,57,1-24-2005
A,334,24,1-24-2007
A+,807,90,1-21-2018
C,723,27,1-23-2010
A+,272,90,1-22-2014
D,300,70,1-21-2019
D,784,76,1-24-2005
C,30,63,1-22-2016
A,901,81,1-20-2024
B,373,18,1-24-2005
F,623,27,1-20-2021
D,62,51,1-22-2016
B,783,33,1-22-2013
A,268,52,1-22-2014
D,960,68,1-20-2023
F,614,40,1-21-2020
A,422,26,1-21-2017
D,940,48,1-20-2023
C,206,42,1-20-2022
B,955,26,1-20-2023
A,241,2,1-21-2019
C,514,66,1-22-2016
F,51,21,1-20-2021
F,382,39,1-20-2024
C,444,23,1-24-2005
B,541,80,1-21-2020
A,147,88,1-20-2024
A+,831,40,1-21-2019
F,791,21,1-23-2011
B,20,9,1-22-2014
C,2,31,1-21-2018
A+,611,16,1-23-2011
D,512,68,1-23-2012
A,494,60,1-23-2012
C,785,15,1-20-2021
D,514,56,1-23-2009
B,899,17,1-25-2004
C,940,5,1-23-2010
F,518,47,1-20-2022
C,794,43,1-22-2015
A+,541,39,1-24-2005
A+,36,89,1-24-2006
D,486,24,1-22-2016
D,482,17,1-21-2020
A+,608,29,1-23-2011
B,429,48,1-21-2020
F,163,58,1-22-2013
C,938,28,1-21-2017
A+,19,72,1-24-2007
F,41,18,1-23-2010
D,214,94,1-20-2024
A,579,7,1-24-2007
B,147,71,1-24-2008
A,382,16,1-24-2006
A+,4,52,1-23-2009
B,165,63,1-21-2018
B,993,2,1-21-2018
D,248,0,1-20-2022
A,485,5,1-23-2012
B,333,4,1-23-2009
D,368,3,1-21-2020
A+,574,34,1-24-2006
A,423,67,1-20-2024
F,296,27,1-24-2008
B,40,75,1-23-2009
B,558,29,1-20-2021
D,116,0,1-24-2008
B,773,39,1-21-2020
F,265,40,1-22-2014
A+,844,46,1-20-2022
C,550,0,1-22-2016
F,661,59,1-24-2005
F,743,44,1-24-2008
D,964,55,1-24-2005
F,273,14,1-21-2017
C,61,93,1-24-2007
A,944,37,1-22-2016
C,628,7,1-22-2015
A,439,46,1-24-2006
B,690,33,1-20-2021
B,980,10,1-22-2013
A,53,92,1-24-2007
A,324,52,1-24-2007
A+,139,12,1-22-2013
C,854,73,1-24-2005
F,140,9,1-23-2012
D,167,6,1-23-2011
A,522,93,1-23-2012
A+,198,3,1-23-2012
B,735,63,1-25-2004
A,86,75,1-23-2012
A+,10,4,1-24-2006
F,789,46,1-21-2018
F,881,8,1-23-2009
A,354,2,1-21-2018
D,274,16,1-23-2009
B,475,85,1-21-2019
F,979,88,1-23-2009
C,747,42,1-21-2018
D,513,84,1-20-2024
F,243,67,1-23-2010
A,809,86,1-22-2014
A,251,39,1-23-2011
C,680,48,1-21-2020
F,721,21,1-22-2014
D,802,47,1-22-2015
D,485,84,1-20-2023
C,622,54,1-24-2005
C,69,88,1-20-2024
F,811,54,1-21-2020
C,697,5,1-20-2021
A,699,44,1-22-2013
B,845,12,1-20-2023
C,137,72,1-20-2024
B,295,30,1-23-2012
F,130,14,1-23-2011
A,518,1,1-24-2006
A,335,11,1-23-2011
B,120,71,1-21-2019
B,346,58,1-20-2023
B,784,55,1-24-2006
C,435,11,1-24-2008
C,948,79,1-23-2011
C,21,72,1-24-2007
D,281,94,1-20-2023
F,716,34,1-22-2015
B,181,38,1-22-2016
D,702,48,1-20-2024
A,360,67,1-23-2011
A+,956,43,1-21-2020
F,889,2,1-24-2008
B,533,62,1-21-2018
C,971,81,1-21-2018
A,350,3,1-23-2011
B,76,11,1-20-2022
F,130,43,1-21-2020
B,512,63,1-22-2016
F,313,35,1-20-2022
A,683,18,1-22-2014
C,900,29,1-20-2022
D,210,82,1-20-2022
D,883,65,1-23-2012
A+,783,86,1-25-2004
A+,760,2,1-22-2016
A,627,60,1-24-2006
B,252,79,1-25-2004
B,273,12,1-22-2014
C,691,25,1-20-2023
A,233,8,1-23-2011
B,24,94,1-22-2014
A+,194,72,1-23-2009
D,121,10,1-25-2004
A,813,38,1-24-2008
B,276,26,1-24-2008
A+,517,10,1-20-2021
F,579,76,1-24-2008
F,211,76,1-21-2017
A+,234,51,1-22-2016
F,405,74,1-22-2016
A+,387,42,1-22-2013
F,529,8,1-22-2014
A,94,18,1-24-2006
A,466,14,1-22-2016
B,712,89,1-20-2024
C,536,19,1-24-2007
D,628,90,1-23-2009
F,185,23,1-24-2008
A+,411,48,1-24-2006
C,683,90,1-23-2012
C,275,53,1-23-2012
D,107,50,1-21-2018
C,534,85,1-24-2007
A+,957,30,1-22-2014
B,956,64,1-23-2009
A+,655,43,1-21-2020
B,22,5,1-22-2016
B,291,70,1-22-2013
F,928,82,1-20-2021
B,239,53,1-24-2008
F,46,85,1-20-2024
C,303,2,1-24-2006
A,791,72,1-24-2005
A+,952,36,1-24-2008
B,908,43,1-23-2010
D,59,39,1-23-2012
B,134,87,1-24-2008
D,873,86,1-21-2019
C,463,16,1-20-2021
A+,160,43,1-22-2014
C,925,48,1-23-2009
B,297,14,1-21-2020
A,776,93,1-24-2008
A,801,77,1-20-2024
F,487,46,1-23-2010
F,348,14,1-20-2024
B,832,44,1-20-2022
F,644,81,1-20-2023
A,980,52,1-25-2004
A,490,46,1-22-2016
D,718,7,1-22-2014
D,361,29,1-20-2021
C,215,36,1-22-2016
A+,908,14,1-23-2009
A+,529,20,1-24-2006
F,369,75,1-23-2009
B,248,86,1-23-2010
B,913,71,1-24-2006
C,117,63,1-20-2021
A,568,17,1-20-2022
A+,16,33,1-25-2004
C,863,92,1-21-2019
A,638,95,1-24-2007
A+,744,84,1-22-2014
C,96,90,1-24-2005
B,589,83,1-23-2009
F,92,14,1-24-2005
A,853,3,1-21-2020
F,472,77,1-24-2007
A,328,36,1-24-2007
B,259,66,1-24-2008
C,965,36,1-22-2014
A+,500,32,1-22-2015
D,509,95,1-22-2013
D,676,61,1-23-2011
A+,217,79,1-23-2011
B,875,31,1-24-2006
C,179,91,1-22-2013
C,139,82,1-21-2018
C,806,56,1-21-2020
A+,653,16,1-24-2008
F,355,28,1-21-2019
A+,544,57,1-25-2004
A,80,39,1-21-2020
B,797,7,1-22-2015
A,85,28,1-23-2010
A,704,54,1-23-2010
D,484,26,1-23-2010
F,992,1,1-23-2011
D,928,76,1-22-2015
B,739,0,1-23-2012
A,262,5,1-21-2020
F,859,35,1-24-2005
A,170,65,1-23-2009
A,704,8,1-23-2009
A+,110,19,1-21-2018
C,618,44,1-24-2008
B,577,88,1-23-2011
F,943,61,1-22-2015
A+,110,79,1-21-2018
B,317,30,1-24-2008
A+,584,0,1-24-2008
D,772,47,1-20-2023
C,808,78,1-20-2021
D,854,23,1-22-2016
A,992,19,1-20-2022
C,140,12,1-23-2011
A+,465,5,1-21-2018
C,803,26,1-23-2011
F,518,67,1-24-2007
C,932,42,1-24-2008
D,409,2,1-22-2015
D,98,34,1-22-2016
A,327,87,1-21-2017
C,927,49,1-21-2018
A+,304,57,1-22-2016
C,481,57,1-20-2023
F,705,1,1-23-2012
A+,663,33,1-22-2015
A+,163,26,1-20-2021
